match_id,season,date,team1,team2,venue,toss_winner,toss_decision,team1_runs,team2_runs,team1_wickets,team2_wickets,form_team1,form_team2,team1_win
285,2011,2011-05-09,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,196,133,3,10,0.6666666666666666,0.6666666666666666,1
286,2011,2011-05-10,Deccan Chargers,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bat,136,137,8,4,0.0,0.3333333333333333,0
287,2011,2011-05-10,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,163,87,8,10,0.0,1.0,1
288,2011,2011-05-11,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,146,151,6,1,0.3333333333333333,1.0,0
289,2011,2011-05-12,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,176,158,4,6,0.6666666666666666,0.3333333333333333,1
290,2011,2011-05-13,Kochi Tuskers Kerala,Kings XI Punjab,Holkar Cricket Stadium,Kings XI Punjab,field,178,181,7,4,0.6666666666666666,0.3333333333333333,0
291,2011,2011-05-14,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,89,105,4,6,0.6666666666666666,1.0,0
292,2011,2011-05-14,Deccan Chargers,Mumbai Indians,Wankhede Stadium,Deccan Chargers,bat,135,125,6,8,0.0,0.6666666666666666,1
293,2011,2011-05-15,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,field,170,141,6,8,0.6666666666666666,0.3333333333333333,1
294,2011,2011-05-15,Rajasthan Royals,Kochi Tuskers Kerala,Holkar Cricket Stadium,Kochi Tuskers Kerala,field,97,98,10,2,0.0,0.3333333333333333,0
295,2011,2011-05-16,Pune Warriors,Deccan Chargers,Dr DY Patil Sports Academy,Deccan Chargers,field,136,138,9,4,0.6666666666666666,0.3333333333333333,0
296,2011,2011-05-17,Kings XI Punjab,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,bat,232,121,2,10,1.0,1.0,1
297,2011,2011-05-18,Chennai Super Kings,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,152,141,5,5,0.6666666666666666,0.3333333333333333,1
298,2011,2011-05-19,Pune Warriors,Kolkata Knight Riders,Dr DY Patil Sports Academy,Kolkata Knight Riders,field,118,119,7,3,0.6666666666666666,0.3333333333333333,0
299,2011,2011-05-20,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Mumbai Indians,bat,133,134,5,0,0.3333333333333333,0.0,0
300,2011,2011-05-21,Deccan Chargers,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,field,198,116,2,10,0.6666666666666666,1.0,1
301,2011,2011-05-21,Delhi Daredevils,Pune Warriors,Feroz Shah Kotla,Delhi Daredevils,bat,56,0,3,0,0.0,0.3333333333333333,0
302,2011,2011-05-22,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,128,129,8,2,1.0,0.6666666666666666,0
303,2011,2011-05-22,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,field,175,178,7,5,0.6666666666666666,0.0,0
304,2011,2011-05-24,Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,175,177,4,4,0.6666666666666666,0.6666666666666666,0
305,2011,2011-05-25,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,147,148,7,6,0.3333333333333333,0.3333333333333333,0
306,2011,2011-05-27,Royal Challengers Bangalore,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,field,185,142,4,8,0.3333333333333333,0.6666666666666666,1
307,2011,2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,205,147,5,8,0.6666666666666666,0.6666666666666666,1
308,2012,2012-04-04,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,field,112,115,10,3,0.6666666666666666,0.6666666666666666,0
309,2012,2012-04-05,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Delhi Daredevils,field,97,100,9,2,0.3333333333333333,0.0,0
310,2012,2012-04-06,Pune Warriors,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,129,101,9,9,0.3333333333333333,0.6666666666666666,1
311,2012,2012-04-06,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,Kings XI Punjab,field,191,160,4,9,0.3333333333333333,0.6666666666666666,1
312,2012,2012-04-07,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,field,157,137,8,7,0.3333333333333333,0.3333333333333333,1
313,2012,2012-04-07,Chennai Super Kings,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,field,193,119,6,10,0.6666666666666666,1.0,1
314,2012,2012-04-08,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,field,164,142,5,10,0.6666666666666666,0.0,1
315,2012,2012-04-08,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,bat,166,144,6,8,0.6666666666666666,0.3333333333333333,1
316,2012,2012-04-09,Deccan Chargers,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,bat,138,142,9,5,0.6666666666666666,0.3333333333333333,0
317,2012,2012-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,165,123,8,9,0.0,0.6666666666666666,1
318,2012,2012-04-10,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,field,110,111,8,2,0.6666666666666666,0.3333333333333333,0
319,2012,2012-04-11,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,field,197,170,6,10,0.6666666666666666,1.0,1
320,2012,2012-04-12,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,bat,205,208,8,5,0.3333333333333333,0.3333333333333333,0
321,2012,2012-04-12,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,115,116,10,3,1.0,0.0,0
322,2012,2012-04-13,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Rajasthan Royals,bat,131,137,5,5,0.6666666666666666,0.3333333333333333,0
324,2012,2012-04-14,Chennai Super Kings,Pune Warriors,Subrata Roy Sahara Stadium,Chennai Super Kings,bat,155,156,5,3,0.6666666666666666,0.6666666666666666,0
325,2012,2012-04-15,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,134,132,9,7,0.3333333333333333,0.6666666666666666,1
326,2012,2012-04-15,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rajasthan Royals,bat,195,136,2,10,0.3333333333333333,0.3333333333333333,1
327,2012,2012-04-16,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,field,92,93,10,3,0.6666666666666666,0.6666666666666666,0
328,2012,2012-04-17,Deccan Chargers,Rajasthan Royals,Sawai Mansingh Stadium,Deccan Chargers,bat,196,197,2,5,0.3333333333333333,0.3333333333333333,0
329,2012,2012-04-17,Pune Warriors,Royal Challengers Bangalore,M Chinnaswamy Stadium,Pune Warriors,bat,182,186,6,4,0.6666666666666666,0.0,0
330,2012,2012-04-18,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,124,127,7,2,0.6666666666666666,0.6666666666666666,0
323,2012,2012-04-19,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,Deccan Chargers,bat,157,162,8,5,0.0,0.6666666666666666,0
332,2012,2012-04-19,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Pune Warriors,field,164,151,5,7,0.3333333333333333,0.3333333333333333,1
333,2012,2012-04-20,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,163,166,6,5,0.6666666666666666,0.3333333333333333,0
334,2012,2012-04-21,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,bat,146,147,4,3,0.6666666666666666,0.6666666666666666,0
335,2012,2012-04-21,Pune Warriors,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,field,192,172,3,7,0.3333333333333333,1.0,1
336,2012,2012-04-22,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,bat,163,164,6,4,0.6666666666666666,0.3333333333333333,0
337,2012,2012-04-22,Deccan Chargers,Kolkata Knight Riders,Barabati Stadium,Kolkata Knight Riders,field,126,127,7,5,0.0,0.6666666666666666,0
338,2012,2012-04-23,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,189,143,3,7,0.6666666666666666,0.6666666666666666,1
339,2012,2012-04-24,Pune Warriors,Delhi Daredevils,Subrata Roy Sahara Stadium,Pune Warriors,bat,146,148,2,2,0.3333333333333333,0.6666666666666666,0
340,2012,2012-04-25,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,168,171,3,6,0.3333333333333333,0.3333333333333333,0
341,2012,2012-04-26,Deccan Chargers,Pune Warriors,Subrata Roy Sahara Stadium,Deccan Chargers,bat,177,159,4,7,0.0,0.3333333333333333,1
342,2012,2012-04-27,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,field,207,170,5,9,0.6666666666666666,0.3333333333333333,1
343,2012,2012-04-28,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,bat,156,149,8,8,0.3333333333333333,0.6666666666666666,1
344,2012,2012-04-28,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,bat,190,143,4,6,0.6666666666666666,1.0,1
345,2012,2012-04-29,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,Delhi Daredevils,bat,152,151,6,3,0.6666666666666666,0.3333333333333333,1
346,2012,2012-04-29,Deccan Chargers,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,100,101,10,5,0.3333333333333333,0.3333333333333333,0
347,2012,2012-04-30,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,139,140,5,5,0.6666666666666666,1.0,0
348,2012,2012-05-01,Deccan Chargers,Pune Warriors,Barabati Stadium,Deccan Chargers,bat,186,173,4,5,0.3333333333333333,0.3333333333333333,1
349,2012,2012-05-01,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,Rajasthan Royals,bat,141,144,6,4,0.0,1.0,0
350,2012,2012-05-02,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,field,158,163,5,6,0.6666666666666666,0.6666666666666666,0
351,2012,2012-05-03,Mumbai Indians,Pune Warriors,Subrata Roy Sahara Stadium,Mumbai Indians,bat,120,119,9,6,0.6666666666666666,0.0,1
352,2012,2012-05-04,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,160,150,6,5,0.3333333333333333,0.6666666666666666,1
353,2012,2012-05-05,Kolkata Knight Riders,Pune Warriors,Eden Gardens,Kolkata Knight Riders,bat,150,143,5,8,1.0,0.0,1
354,2012,2012-05-05,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,bat,177,134,6,8,0.0,0.6666666666666666,1
355,2012,2012-05-06,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,173,174,8,8,0.3333333333333333,0.6666666666666666,0
356,2012,2012-05-06,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,181,185,2,5,0.3333333333333333,0.3333333333333333,0
357,2012,2012-05-07,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,bat,153,154,9,4,1.0,1.0,0
358,2012,2012-05-08,Pune Warriors,Rajasthan Royals,Subrata Roy Sahara Stadium,Pune Warriors,bat,125,126,6,3,0.0,0.3333333333333333,0
359,2012,2012-05-08,Kings XI Punjab,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,field,170,145,5,8,0.6666666666666666,0.3333333333333333,1
360,2012,2012-05-09,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,field,141,142,6,1,1.0,0.3333333333333333,0
331,2012,2012-05-10,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bat,187,193,4,1,0.0,0.6666666666666666,0
361,2012,2012-05-10,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,field,126,127,6,6,0.6666666666666666,0.3333333333333333,0
362,2012,2012-05-11,Royal Challengers Bangalore,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,field,173,138,3,9,0.6666666666666666,0.0,1
363,2012,2012-05-12,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,bat,182,155,1,4,0.6666666666666666,1.0,1
364,2012,2012-05-12,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,field,114,115,5,1,0.6666666666666666,0.6666666666666666,0
365,2012,2012-05-13,Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadium,Rajasthan Royals,bat,170,125,4,9,0.6666666666666666,0.0,1
366,2012,2012-05-13,Deccan Chargers,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Deccan Chargers,bat,190,194,4,6,0.0,0.6666666666666666,0
367,2012,2012-05-14,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,171,173,6,5,1.0,0.6666666666666666,0
368,2012,2012-05-14,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,field,158,160,6,5,0.6666666666666666,0.6666666666666666,0
369,2012,2012-05-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,bat,136,140,8,5,0.6666666666666666,0.3333333333333333,0
370,2012,2012-05-16,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,140,108,7,10,0.3333333333333333,0.6666666666666666,1
371,2012,2012-05-17,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,field,120,123,7,4,1.0,0.6666666666666666,0
372,2012,2012-05-17,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,field,215,194,1,9,0.6666666666666666,0.6666666666666666,1
373,2012,2012-05-18,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,bat,126,128,8,5,0.6666666666666666,0.0,0
374,2012,2012-05-19,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,field,141,145,8,4,0.6666666666666666,0.3333333333333333,0
375,2012,2012-05-19,Kolkata Knight Riders,Pune Warriors,Subrata Roy Sahara Stadium,Kolkata Knight Riders,bat,136,102,4,8,0.3333333333333333,0.0,1
376,2012,2012-05-20,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,field,132,123,7,9,0.3333333333333333,0.6666666666666666,1
377,2012,2012-05-20,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,bat,162,163,6,0,0.3333333333333333,0.6666666666666666,0
378,2012,2012-05-22,Kolkata Knight Riders,Delhi Daredevils,Subrata Roy Sahara Stadium,Kolkata Knight Riders,bat,162,144,4,8,0.6666666666666666,0.6666666666666666,1
379,2012,2012-05-23,Chennai Super Kings,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,187,149,5,9,0.6666666666666666,0.6666666666666666,1
380,2012,2012-05-25,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,field,222,136,5,10,0.6666666666666666,0.3333333333333333,1
381,2012,2012-05-27,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,190,192,3,5,0.6666666666666666,1.0,0
382,2013,2013-04-03,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,128,129,10,4,0.3333333333333333,1.0,0
383,2013,2013-04-04,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,156,154,5,5,0.3333333333333333,0.3333333333333333,1
384,2013,2013-04-05,Sunrisers Hyderabad,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,field,126,104,6,10,0.5,0.0,1
385,2013,2013-04-06,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Rajasthan Royals,bat,165,160,7,6,0.3333333333333333,0.0,1
386,2013,2013-04-06,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,bat,148,139,6,9,0.3333333333333333,0.6666666666666666,1
387,2013,2013-04-07,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,bat,99,100,9,2,0.0,0.3333333333333333,0
388,2013,2013-04-07,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bat,130,130,8,7,0.6666666666666666,1.0,0
389,2013,2013-04-08,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,field,144,125,6,10,0.3333333333333333,1.0,1
390,2013,2013-04-09,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Mumbai Indians,bat,209,165,5,9,0.3333333333333333,0.0,1
432,2013,2013-04-09,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,Sunrisers Hyderabad,bat,161,162,6,3,1.0,0.3333333333333333,0
391,2013,2013-04-10,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,field,138,139,10,0,0.6666666666666666,0.3333333333333333,0
392,2013,2013-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,154,158,8,2,0.6666666666666666,0.6666666666666666,0
393,2013,2013-04-11,Rajasthan Royals,Pune Warriors,Subrata Roy Sahara Stadium,Rajasthan Royals,bat,145,148,5,3,0.6666666666666666,0.0,0
394,2013,2013-04-12,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi Daredevils,bat,114,115,8,7,0.0,0.6666666666666666,0
395,2013,2013-04-13,Mumbai Indians,Pune Warriors,Wankhede Stadium,Mumbai Indians,bat,183,142,3,8,0.6666666666666666,0.3333333333333333,1
396,2013,2013-04-13,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,field,165,166,6,6,0.6666666666666666,0.3333333333333333,0
397,2013,2013-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,bat,180,132,4,7,0.3333333333333333,0.6666666666666666,1
398,2013,2013-04-14,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,124,126,10,4,0.3333333333333333,0.6666666666666666,0
399,2013,2013-04-15,Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Pune Warriors,bat,159,135,5,8,0.3333333333333333,0.6666666666666666,1
400,2013,2013-04-16,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,field,157,153,9,9,0.3333333333333333,0.3333333333333333,1
401,2013,2013-04-16,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,152,152,5,7,0.0,0.6666666666666666,0
402,2013,2013-04-17,Sunrisers Hyderabad,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,field,119,108,8,10,0.3333333333333333,0.6666666666666666,1
403,2013,2013-04-17,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,bat,179,92,3,10,0.6666666666666666,1.0,1
404,2013,2013-04-18,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,bat,169,83,4,10,0.6666666666666666,0.0,1
405,2013,2013-04-19,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,bat,123,127,9,5,0.3333333333333333,0.6666666666666666,0
406,2013,2013-04-20,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,bat,119,124,9,6,0.3333333333333333,0.6666666666666666,0
407,2013,2013-04-20,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,117,123,10,3,0.6666666666666666,0.6666666666666666,0
408,2013,2013-04-21,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Mumbai Indians,bat,161,165,4,1,0.6666666666666666,0.0,0
409,2013,2013-04-21,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,185,186,4,3,0.3333333333333333,0.3333333333333333,0
410,2013,2013-04-22,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,bat,185,186,4,5,0.6666666666666666,0.6666666666666666,0
411,2013,2013-04-23,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,Pune Warriors,field,263,133,5,9,0.6666666666666666,0.3333333333333333,1
443,2013,2013-04-23,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Kings XI Punjab,field,120,121,7,5,0.3333333333333333,0.6666666666666666,0
413,2013,2013-04-24,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,bat,159,162,6,5,0.3333333333333333,0.3333333333333333,0
414,2013,2013-04-25,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,bat,159,160,6,5,0.6666666666666666,1.0,0
415,2013,2013-04-26,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kings XI Punjab,bat,149,150,6,4,0.6666666666666666,0.0,0
416,2013,2013-04-27,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,144,146,9,2,0.6666666666666666,0.3333333333333333,0
417,2013,2013-04-27,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai Indians,bat,194,136,7,7,0.3333333333333333,1.0,1
418,2013,2013-04-28,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,field,200,186,3,4,1.0,0.3333333333333333,1
419,2013,2013-04-28,Delhi Daredevils,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,Pune Warriors,field,164,149,5,4,0.3333333333333333,0.0,1
420,2013,2013-04-29,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,171,173,6,6,0.6666666666666666,0.3333333333333333,0
421,2013,2013-04-29,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,bat,174,170,3,10,0.6666666666666666,0.6666666666666666,1
422,2013,2013-04-30,Chennai Super Kings,Pune Warriors,Subrata Roy Sahara Stadium,Chennai Super Kings,bat,164,127,3,9,1.0,0.0,1
423,2013,2013-05-01,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,bat,129,130,4,3,1.0,0.3333333333333333,0
424,2013,2013-05-01,Kolkata Knight Riders,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,bat,136,137,7,3,0.3333333333333333,0.6666666666666666,0
425,2013,2013-05-02,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,186,171,4,6,1.0,0.3333333333333333,1
426,2013,2013-05-02,Royal Challengers Bangalore,Pune Warriors,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,bat,187,170,3,9,0.3333333333333333,0.0,1
427,2013,2013-05-03,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Rajasthan Royals,bat,132,133,6,2,0.6666666666666666,0.3333333333333333,0
428,2013,2013-05-04,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,bat,80,81,10,4,0.6666666666666666,0.3333333333333333,0
430,2013,2013-05-05,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,bat,139,79,5,10,0.6666666666666666,1.0,1
431,2013,2013-05-05,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,Pune Warriors,bat,178,182,4,5,0.0,0.6666666666666666,0
448,2013,2013-05-06,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,190,194,3,4,0.3333333333333333,0.0,0
433,2013,2013-05-07,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,Delhi Daredevils,bat,154,155,4,1,0.6666666666666666,0.6666666666666666,0
434,2013,2013-05-07,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,bat,170,105,6,10,0.6666666666666666,0.3333333333333333,1
435,2013,2013-05-08,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,223,146,3,8,0.6666666666666666,0.6666666666666666,1
436,2013,2013-05-09,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,145,147,6,2,0.3333333333333333,0.6666666666666666,0
437,2013,2013-05-09,Kolkata Knight Riders,Pune Warriors,Subrata Roy Sahara Stadium,Kolkata Knight Riders,bat,152,106,6,10,0.3333333333333333,0.0,1
438,2013,2013-05-10,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,field,183,179,4,7,0.3333333333333333,0.3333333333333333,1
439,2013,2013-05-11,Pune Warriors,Mumbai Indians,Subrata Roy Sahara Stadium,Pune Warriors,bat,112,116,8,5,0.0,0.6666666666666666,0
440,2013,2013-05-11,Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,150,120,7,9,0.6666666666666666,0.3333333333333333,1
441,2013,2013-05-12,Royal Challengers Bangalore,Kolkata Knight Riders,JSCA International Stadium Complex,Kolkata Knight Riders,field,115,116,9,5,0.6666666666666666,0.6666666666666666,0
442,2013,2013-05-12,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,141,144,4,5,0.6666666666666666,1.0,0
444,2013,2013-05-13,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,Sunrisers Hyderabad,bat,178,184,3,4,0.6666666666666666,1.0,0
429,2013,2013-05-14,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,field,174,176,5,3,0.3333333333333333,0.3333333333333333,0
446,2013,2013-05-14,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,168,135,4,9,0.3333333333333333,0.0,1
